rank,primary_isbn13,rank_last_week,weeks_on_list,list_date,list_name,rank_change
3,9780385538749,0,1,2015-04-25,combined-print-and-e-book-nonfiction,3
4,9781627795074,2,3,2015-04-25,combined-print-and-e-book-nonfiction,2
5,9780307408860,3,7,2015-04-25,combined-print-and-e-book-nonfiction,2
6,9780143125471,4,49,2015-04-25,combined-print-and-e-book-nonfiction,2
7,9780062305190,5,3,2015-04-25,combined-print-and-e-book-nonfiction,2
8,9780062376336,7,62,2015-04-25,combined-print-and-e-book-nonfiction,1
9,9780805095159,8,29,2015-04-25,combined-print-and-e-book-nonfiction,1
10,9780307957658,10,110,2015-04-25,combined-print-and-e-book-nonfiction,0
11,9780679603757,9,202,2015-04-25,combined-print-and-e-book-nonfiction,2
12,9781602862579,0,6,2015-04-25,combined-print-and-e-book-nonfiction,12
13,9781455504213,6,2,2015-04-25,combined-print-and-e-book-nonfiction,7
14,9781476730752,12,3,2015-04-25,combined-print-and-e-book-nonfiction,2
15,9780393240184,13,3,2015-04-25,combined-print-and-e-book-nonfiction,2
16,9780316204378,0,0,2015-04-25,combined-print-and-e-book-nonfiction,16
17,9780984932634,0,0,2015-04-25,combined-print-and-e-book-nonfiction,17
18,9780802123411,0,0,2015-04-25,combined-print-and-e-book-nonfiction,18
19,9780062333834,0,0,2015-04-25,combined-print-and-e-book-nonfiction,19
20,9780684808277,0,0,2015-04-25,combined-print-and-e-book-nonfiction,20
1,9780698178953,0,1,2015-05-02,combined-print-and-e-book-nonfiction,1
2,9781455584901,1,2,2015-05-02,combined-print-and-e-book-nonfiction,1
3,9780812993257,2,3,2015-05-02,combined-print-and-e-book-nonfiction,1
4,9780143125471,6,50,2015-05-02,combined-print-and-e-book-nonfiction,-2
5,9780307408860,5,8,2015-05-02,combined-print-and-e-book-nonfiction,0
6,9781627795074,4,4,2015-05-02,combined-print-and-e-book-nonfiction,2
7,9780385538732,3,2,2015-05-02,combined-print-and-e-book-nonfiction,4
8,9781602862579,12,7,2015-05-02,combined-print-and-e-book-nonfiction,-4
9,9780062305190,7,4,2015-05-02,combined-print-and-e-book-nonfiction,2
10,9780062376336,8,63,2015-05-02,combined-print-and-e-book-nonfiction,2
11,9780385352543,0,1,2015-05-02,combined-print-and-e-book-nonfiction,11
12,9780805095159,9,30,2015-05-02,combined-print-and-e-book-nonfiction,3
13,9780679603757,11,203,2015-05-02,combined-print-and-e-book-nonfiction,2
14,9780307957658,10,111,2015-05-02,combined-print-and-e-book-nonfiction,4
15,9780316204378,16,32,2015-05-02,combined-print-and-e-book-nonfiction,-1
16,9780984504176,0,0,2015-05-02,combined-print-and-e-book-nonfiction,16
17,9780684808277,0,0,2015-05-02,combined-print-and-e-book-nonfiction,17
18,9780307496294,0,0,2015-05-02,combined-print-and-e-book-nonfiction,18
19,9781455504213,0,0,2015-05-02,combined-print-and-e-book-nonfiction,19
20,9781476730752,0,0,2015-05-02,combined-print-and-e-book-nonfiction,20
1,9781476728742,0,1,2015-05-09,combined-print-and-e-book-nonfiction,1
2,9780062369284,0,1,2015-05-09,combined-print-and-e-book-nonfiction,2
3,9780525427650,1,2,2015-05-09,combined-print-and-e-book-nonfiction,2
4,9781101903827,0,1,2015-05-09,combined-print-and-e-book-nonfiction,4
5,9780316403559,0,1,2015-05-09,combined-print-and-e-book-nonfiction,5
6,9781455584901,2,3,2015-05-09,combined-print-and-e-book-nonfiction,4
7,9780062398086,0,1,2015-05-09,combined-print-and-e-book-nonfiction,7
8,9780812993257,3,4,2015-05-09,combined-print-and-e-book-nonfiction,5
9,9780143125471,4,51,2015-05-09,combined-print-and-e-book-nonfiction,5
10,9780307408860,5,9,2015-05-09,combined-print-and-e-book-nonfiction,5
11,9781627795074,6,5,2015-05-09,combined-print-and-e-book-nonfiction,5
12,9780062376336,10,64,2015-05-09,combined-print-and-e-book-nonfiction,2
13,9781602862579,8,8,2015-05-09,combined-print-and-e-book-nonfiction,5
14,9780385538732,7,3,2015-05-09,combined-print-and-e-book-nonfiction,7
15,9781250033796,0,1,2015-05-09,combined-print-and-e-book-nonfiction,15
16,9780805095159,0,0,2015-05-09,combined-print-and-e-book-nonfiction,16
17,9780062305190,0,0,2015-05-09,combined-print-and-e-book-nonfiction,17
18,9780307957658,0,0,2015-05-09,combined-print-and-e-book-nonfiction,18
19,9780062385321,0,0,2015-05-09,combined-print-and-e-book-nonfiction,19
20,9780984504176,0,0,2015-05-09,combined-print-and-e-book-nonfiction,20
1,9781476728742,1,2,2015-05-16,combined-print-and-e-book-nonfiction,0
2,9781455584901,6,4,2015-05-16,combined-print-and-e-book-nonfiction,-4
3,9781400069699,0,1,2015-05-16,combined-print-and-e-book-nonfiction,3
4,9780143125471,9,52,2015-05-16,combined-print-and-e-book-nonfiction,-5
5,9780062369284,2,2,2015-05-16,combined-print-and-e-book-nonfiction,3
6,9780307408860,10,10,2015-05-16,combined-print-and-e-book-nonfiction,-4
7,9780812993257,8,5,2015-05-16,combined-print-and-e-book-nonfiction,-1
8,9781101903827,4,2,2015-05-16,combined-print-and-e-book-nonfiction,4
9,9780525427650,3,3,2015-05-16,combined-print-and-e-book-nonfiction,6
10,9781627795074,11,6,2015-05-16,combined-print-and-e-book-nonfiction,-1
11,9780316403559,5,2,2015-05-16,combined-print-and-e-book-nonfiction,6
12,9780062376336,12,65,2015-05-16,combined-print-and-e-book-nonfiction,0
13,9780062398086,7,2,2015-05-16,combined-print-and-e-book-nonfiction,6
14,9780805095159,0,31,2015-05-16,combined-print-and-e-book-nonfiction,14
15,9780385353403,0,1,2015-05-16,combined-print-and-e-book-nonfiction,15
16,9781455585663,0,0,2015-05-16,combined-print-and-e-book-nonfiction,16
17,9780385538732,0,0,2015-05-16,combined-print-and-e-book-nonfiction,17
18,9780316247764,0,0,2015-05-16,combined-print-and-e-book-nonfiction,18
19,9780307957658,0,0,2015-05-16,combined-print-and-e-book-nonfiction,19
20,9780385344975,0,0,2015-05-16,combined-print-and-e-book-nonfiction,20
1,9781476728742,1,3,2015-05-23,combined-print-and-e-book-nonfiction,0
2,9780062301239,0,1,2015-05-23,combined-print-and-e-book-nonfiction,2
3,9780143125471,4,53,2015-05-23,combined-print-and-e-book-nonfiction,-1
4,9780812993257,7,6,2015-05-23,combined-print-and-e-book-nonfiction,-3
5,9781455584901,2,5,2015-05-23,combined-print-and-e-book-nonfiction,3
6,9780553446753,6,11,2015-05-23,combined-print-and-e-book-nonfiction,0
7,9780062376336,12,66,2015-05-23,combined-print-and-e-book-nonfiction,-5
8,9781627795074,10,7,2015-05-23,combined-print-and-e-book-nonfiction,-2
9,9780805095159,14,32,2015-05-23,combined-print-and-e-book-nonfiction,-5
10,9780062369284,5,3,2015-05-23,combined-print-and-e-book-nonfiction,5
11,9780307957658,0,112,2015-05-23,combined-print-and-e-book-nonfiction,11
12,9781400069699,3,2,2015-05-23,combined-print-and-e-book-nonfiction,9
13,9781101903827,8,3,2015-05-23,combined-print-and-e-book-nonfiction,5
14,9780316403559,11,3,2015-05-23,combined-print-and-e-book-nonfiction,3
15,9780525427650,9,4,2015-05-23,combined-print-and-e-book-nonfiction,6
16,9780062398086,0,0,2015-05-23,combined-print-and-e-book-nonfiction,16
17,9780679603757,0,0,2015-05-23,combined-print-and-e-book-nonfiction,17
18,9780385538732,0,0,2015-05-23,combined-print-and-e-book-nonfiction,18
19,9780385349192,0,0,2015-05-23,combined-print-and-e-book-nonfiction,19
20,9780385352543,0,0,2015-05-23,combined-print-and-e-book-nonfiction,20
1,9781476728742,1,4,2015-05-30,combined-print-and-e-book-nonfiction,0
2,9780143125471,3,54,2015-05-30,combined-print-and-e-book-nonfiction,-1
3,9780062376336,7,67,2015-05-30,combined-print-and-e-book-nonfiction,-4
4,9780812993257,4,7,2015-05-30,combined-print-and-e-book-nonfiction,0
5,9781455584901,5,6,2015-05-30,combined-print-and-e-book-nonfiction,0
6,9780307408860,6,12,2015-05-30,combined-print-and-e-book-nonfiction,0
7,9780805095159,9,33,2015-05-30,combined-print-and-e-book-nonfiction,-2
8,9781250065810,0,1,2015-05-30,combined-print-and-e-book-nonfiction,8
9,9780307957658,11,113,2015-05-30,combined-print-and-e-book-nonfiction,-2
10,9781627795074,8,8,2015-05-30,combined-print-and-e-book-nonfiction,2
11,9780316403559,14,4,2015-05-30,combined-print-and-e-book-nonfiction,-3
12,9780062398086,0,3,2015-05-30,combined-print-and-e-book-nonfiction,12
13,9780525954675,0,1,2015-05-30,combined-print-and-e-book-nonfiction,13
14,9780062301239,2,2,2015-05-30,combined-print-and-e-book-nonfiction,12
15,9781476794709,0,1,2015-05-30,combined-print-and-e-book-nonfiction,15
16,9780679603757,0,0,2015-05-30,combined-print-and-e-book-nonfiction,16
17,9780525427650,0,0,2015-05-30,combined-print-and-e-book-nonfiction,17
18,9780385538732,0,0,2015-05-30,combined-print-and-e-book-nonfiction,18
19,9781400069699,0,0,2015-05-30,combined-print-and-e-book-nonfiction,19
20,9781101903827,0,0,2015-05-30,combined-print-and-e-book-nonfiction,20
1,9781476728742,1,5,2015-06-06,combined-print-and-e-book-nonfiction,0
2,9781476762722,0,1,2015-06-06,combined-print-and-e-book-nonfiction,2
3,9781621572671,0,1,2015-06-06,combined-print-and-e-book-nonfiction,3
4,9780143125471,2,55,2015-06-06,combined-print-and-e-book-nonfiction,2
5,9780812993257,4,8,2015-06-06,combined-print-and-e-book-nonfiction,1
6,9780307408860,6,13,2015-06-06,combined-print-and-e-book-nonfiction,0
7,9780062376336,3,68,2015-06-06,combined-print-and-e-book-nonfiction,4
8,9781455584901,5,7,2015-06-06,combined-print-and-e-book-nonfiction,3
9,9780316322423,0,16,2015-06-06,combined-print-and-e-book-nonfiction,9
10,9780805095159,7,34,2015-06-06,combined-print-and-e-book-nonfiction,3
11,9780307476074,9,114,2015-06-06,combined-print-and-e-book-nonfiction,2
12,9780316403559,11,5,2015-06-06,combined-print-and-e-book-nonfiction,1
13,9780812974492,0,204,2015-06-06,combined-print-and-e-book-nonfiction,13
14,9780062301239,14,3,2015-06-06,combined-print-and-e-book-nonfiction,0
15,9781627795074,10,9,2015-06-06,combined-print-and-e-book-nonfiction,5
16,9780316017930,0,0,2015-06-06,combined-print-and-e-book-nonfiction,16
17,9780062398086,0,0,2015-06-06,combined-print-and-e-book-nonfiction,17
18,9780385353403,0,0,2015-06-06,combined-print-and-e-book-nonfiction,18
19,9780062369284,0,0,2015-06-06,combined-print-and-e-book-nonfiction,19
20,9780525954675,0,0,2015-06-06,combined-print-and-e-book-nonfiction,20
1,9781476728742,1,6,2015-06-13,combined-print-and-e-book-nonfiction,0
2,9780143125471,4,56,2015-06-13,combined-print-and-e-book-nonfiction,-2
3,9781476762623,2,2,2015-06-13,combined-print-and-e-book-nonfiction,1
4,9780307408860,6,14,2015-06-13,combined-print-and-e-book-nonfiction,-2
5,9780812993257,5,9,2015-06-13,combined-print-and-e-book-nonfiction,0
6,9781621572671,3,2,2015-06-13,combined-print-and-e-book-nonfiction,3
7,9780316322423,9,17,2015-06-13,combined-print-and-e-book-nonfiction,-2
8,9780062238511,0,1,2015-06-13,combined-print-and-e-book-nonfiction,8
9,9781627795074,15,10,2015-06-13,combined-print-and-e-book-nonfiction,-6
10,9780062376336,7,69,2015-06-13,combined-print-and-e-book-nonfiction,3
11,9780805095159,10,35,2015-06-13,combined-print-and-e-book-nonfiction,1
12,9781101910085,0,2,2015-06-13,combined-print-and-e-book-nonfiction,12
13,9781455584901,8,8,2015-06-13,combined-print-and-e-book-nonfiction,5
14,9780307957658,11,115,2015-06-13,combined-print-and-e-book-nonfiction,3
15,9780812974492,13,205,2015-06-13,combined-print-and-e-book-nonfiction,2
16,9780316017930,0,0,2015-06-13,combined-print-and-e-book-nonfiction,16
17,9780062301239,0,0,2015-06-13,combined-print-and-e-book-nonfiction,17
18,9780316403559,0,0,2015-06-13,combined-print-and-e-book-nonfiction,18
19,9780525954675,0,0,2015-06-13,combined-print-and-e-book-nonfiction,19
20,9780385353403,0,0,2015-06-13,combined-print-and-e-book-nonfiction,20
1,9781476728742,1,7,2015-06-20,combined-print-and-e-book-nonfiction,0
2,9781594206276,0,1,2015-06-20,combined-print-and-e-book-nonfiction,2
3,9780143125471,2,57,2015-06-20,combined-print-and-e-book-nonfiction,1
4,9780307408860,4,15,2015-06-20,combined-print-and-e-book-nonfiction,0
5,9781627795074,9,11,2015-06-20,combined-print-and-e-book-nonfiction,-4
6,9780812997576,0,1,2015-06-20,combined-print-and-e-book-nonfiction,6
7,9780062417442,0,1,2015-06-20,combined-print-and-e-book-nonfiction,7
8,9780316403559,0,6,2015-06-20,combined-print-and-e-book-nonfiction,8
9,9780812993257,5,10,2015-06-20,combined-print-and-e-book-nonfiction,4
10,9780316322423,7,18,2015-06-20,combined-print-and-e-book-nonfiction,3
11,9780805095159,11,36,2015-06-20,combined-print-and-e-book-nonfiction,0
12,9780812974492,15,206,2015-06-20,combined-print-and-e-book-nonfiction,-3
13,9781476762623,3,3,2015-06-20,combined-print-and-e-book-nonfiction,10
14,9780385523394,0,39,2015-06-20,combined-print-and-e-book-nonfiction,14
15,9780062238863,10,70,2015-06-20,combined-print-and-e-book-nonfiction,5
16,9780307476074,0,0,2015-06-20,combined-print-and-e-book-nonfiction,16
17,9781400063369,0,0,2015-06-20,combined-print-and-e-book-nonfiction,17
18,9781621572671,0,0,2015-06-20,combined-print-and-e-book-nonfiction,18
19,9781627790833,0,0,2015-06-20,combined-print-and-e-book-nonfiction,19
20,9780316017930,0,0,2015-06-20,combined-print-and-e-book-nonfiction,20
1,9780062372123,0,1,2015-06-27,combined-print-and-e-book-nonfiction,1
2,9781476728742,1,8,2015-06-27,combined-print-and-e-book-nonfiction,1
3,9780143125471,3,58,2015-06-27,combined-print-and-e-book-nonfiction,0
4,9781594206276,2,2,2015-06-27,combined-print-and-e-book-nonfiction,2
5,9780307408860,4,16,2015-06-27,combined-print-and-e-book-nonfiction,1
6,9780316322423,10,19,2015-06-27,combined-print-and-e-book-nonfiction,-4
7,9780812997576,6,2,2015-06-27,combined-print-and-e-book-nonfiction,1
8,9780385523394,14,40,2015-06-27,combined-print-and-e-book-nonfiction,-6
9,9780812993257,9,11,2015-06-27,combined-print-and-e-book-nonfiction,0
10,9780805095159,11,37,2015-06-27,combined-print-and-e-book-nonfiction,-1
11,9781476794716,0,2,2015-06-27,combined-print-and-e-book-nonfiction,11
12,9780062328069,0,2,2015-06-27,combined-print-and-e-book-nonfiction,12
13,9780062376336,15,71,2015-06-27,combined-print-and-e-book-nonfiction,-2
14,9781476762623,13,4,2015-06-27,combined-print-and-e-book-nonfiction,1
15,9781455554577,0,1,2015-06-27,combined-print-and-e-book-nonfiction,15
16,9780812974492,0,0,2015-06-27,combined-print-and-e-book-nonfiction,16
17,9781627795074,0,0,2015-06-27,combined-print-and-e-book-nonfiction,17
18,9780307957658,0,0,2015-06-27,combined-print-and-e-book-nonfiction,18
19,9780316017930,0,0,2015-06-27,combined-print-and-e-book-nonfiction,19
20,9780062190048,0,0,2015-06-27,combined-print-and-e-book-nonfiction,20
1,9780062372123,1,2,2015-07-04,combined-print-and-e-book-nonfiction,0
2,9781476728742,2,9,2015-07-04,combined-print-and-e-book-nonfiction,0
3,9780143125471,3,59,2015-07-04,combined-print-and-e-book-nonfiction,0
4,9781594206276,4,3,2015-07-04,combined-print-and-e-book-nonfiction,0
5,9780307408860,5,17,2015-07-04,combined-print-and-e-book-nonfiction,0
6,9780316322423,6,20,2015-07-04,combined-print-and-e-book-nonfiction,0
7,9780385523394,8,41,2015-07-04,combined-print-and-e-book-nonfiction,-1
8,9780805095159,10,38,2015-07-04,combined-print-and-e-book-nonfiction,-2
9,9780812997576,7,3,2015-07-04,combined-print-and-e-book-nonfiction,2
10,9780062376336,13,72,2015-07-04,combined-print-and-e-book-nonfiction,-3
11,9780385353403,0,2,2015-07-04,combined-print-and-e-book-nonfiction,11
12,9780812996418,0,1,2015-07-04,combined-print-and-e-book-nonfiction,12
13,9780307957658,0,116,2015-07-04,combined-print-and-e-book-nonfiction,13
14,9781592985753,0,1,2015-07-04,combined-print-and-e-book-nonfiction,14
15,9780307462534,0,1,2015-07-04,combined-print-and-e-book-nonfiction,15
16,9781451659160,0,0,2015-07-04,combined-print-and-e-book-nonfiction,16
17,9780812974492,0,0,2015-07-04,combined-print-and-e-book-nonfiction,17
18,9781476762623,0,0,2015-07-04,combined-print-and-e-book-nonfiction,18
19,9780316017930,0,0,2015-07-04,combined-print-and-e-book-nonfiction,19
20,9780812993257,0,0,2015-07-04,combined-print-and-e-book-nonfiction,20
1,9780062372123,1,3,2015-07-11,combined-print-and-e-book-nonfiction,0
2,9780143125471,3,60,2015-07-11,combined-print-and-e-book-nonfiction,-1
3,9781594206276,4,4,2015-07-11,combined-print-and-e-book-nonfiction,-1
4,9781476728742,2,10,2015-07-11,combined-print-and-e-book-nonfiction,2
5,9780307408860,5,18,2015-07-11,combined-print-and-e-book-nonfiction,0
6,9780316322423,6,21,2015-07-11,combined-print-and-e-book-nonfiction,0
7,9780062092915,0,1,2015-07-11,combined-print-and-e-book-nonfiction,7
8,9781501115639,0,1,2015-07-11,combined-print-and-e-book-nonfiction,8
9,9780316017930,0,47,2015-07-11,combined-print-and-e-book-nonfiction,9
10,9780385537612,0,1,2015-07-11,combined-print-and-e-book-nonfiction,10
11,9781588369895,0,1,2015-07-11,combined-print-and-e-book-nonfiction,11
12,9781451659160,0,1,2015-07-11,combined-print-and-e-book-nonfiction,12
13,9780062365613,0,1,2015-07-11,combined-print-and-e-book-nonfiction,13
14,9780061867460,0,1,2015-07-11,combined-print-and-e-book-nonfiction,14
15,9780375725609,0,7,2015-07-11,combined-print-and-e-book-nonfiction,15
16,9780805095159,0,0,2015-07-11,combined-print-and-e-book-nonfiction,16
17,9781621572671,0,0,2015-07-11,combined-print-and-e-book-nonfiction,17
18,9780307957658,0,0,2015-07-11,combined-print-and-e-book-nonfiction,18
19,9780812974492,0,0,2015-07-11,combined-print-and-e-book-nonfiction,19
20,9780743247542,0,0,2015-07-11,combined-print-and-e-book-nonfiction,20
1,9780812993547,0,1,2015-07-18,combined-print-and-e-book-nonfiction,1
2,9780143125471,2,61,2015-07-18,combined-print-and-e-book-nonfiction,0
3,9780062372109,1,4,2015-07-18,combined-print-and-e-book-nonfiction,2
4,9781594206276,3,5,2015-07-18,combined-print-and-e-book-nonfiction,1
5,9781476728742,4,11,2015-07-18,combined-print-and-e-book-nonfiction,1
6,9780307408860,5,19,2015-07-18,combined-print-and-e-book-nonfiction,1
7,9780316322423,6,22,2015-07-18,combined-print-and-e-book-nonfiction,1
8,9780805095159,0,39,2015-07-18,combined-print-and-e-book-nonfiction,8
9,9780062365613,13,2,2015-07-18,combined-print-and-e-book-nonfiction,-4
10,9780812997576,0,4,2015-07-18,combined-print-and-e-book-nonfiction,10
11,9780062319753,0,1,2015-07-18,combined-print-and-e-book-nonfiction,11
12,9781451659160,12,2,2015-07-18,combined-print-and-e-book-nonfiction,0
13,9780812974492,0,207,2015-07-18,combined-print-and-e-book-nonfiction,13
14,9780316017930,9,48,2015-07-18,combined-print-and-e-book-nonfiction,5
15,9780307476074,0,117,2015-07-18,combined-print-and-e-book-nonfiction,15
16,9781501115639,0,0,2015-07-18,combined-print-and-e-book-nonfiction,16
17,9780385537605,0,0,2015-07-18,combined-print-and-e-book-nonfiction,17
18,9780812993257,0,0,2015-07-18,combined-print-and-e-book-nonfiction,18
19,9780743247542,0,0,2015-07-18,combined-print-and-e-book-nonfiction,19
20,9780061741210,0,0,2015-07-18,combined-print-and-e-book-nonfiction,20
1,9780812993547,1,2,2015-07-25,combined-print-and-e-book-nonfiction,0
2,9780143125471,2,62,2015-07-25,combined-print-and-e-book-nonfiction,0
3,9781594206276,4,6,2015-07-25,combined-print-and-e-book-nonfiction,-1
4,9781476728742,5,12,2015-07-25,combined-print-and-e-book-nonfiction,-1
5,9780062372109,3,5,2015-07-25,combined-print-and-e-book-nonfiction,2
6,9780307408860,6,20,2015-07-25,combined-print-and-e-book-nonfiction,0
7,9780812997576,10,5,2015-07-25,combined-print-and-e-book-nonfiction,-3
8,9780805095159,8,40,2015-07-25,combined-print-and-e-book-nonfiction,0
9,9781594203473,0,1,2015-07-25,combined-print-and-e-book-nonfiction,9
10,9780316322423,7,23,2015-07-25,combined-print-and-e-book-nonfiction,3
11,9781409070450,0,1,2015-07-25,combined-print-and-e-book-nonfiction,11
12,9781451659160,12,3,2015-07-25,combined-print-and-e-book-nonfiction,0
13,9781618688651,0,1,2015-07-25,combined-print-and-e-book-nonfiction,13
14,9780812974492,0,208,2015-07-25,combined-print-and-e-book-nonfiction,14
15,9780385537612,17,2,2015-07-25,combined-print-and-e-book-nonfiction,-2
16,9780062319753,0,0,2015-07-25,combined-print-and-e-book-nonfiction,16
17,9780316017930,0,0,2015-07-25,combined-print-and-e-book-nonfiction,17
18,9780307957658,0,0,2015-07-25,combined-print-and-e-book-nonfiction,18
19,9780743247542,0,0,2015-07-25,combined-print-and-e-book-nonfiction,19
20,9781501115639,0,0,2015-07-25,combined-print-and-e-book-nonfiction,20
1,9780812993547,1,3,2015-08-01,combined-print-and-e-book-nonfiction,0
2,9780143125471,2,63,2015-08-01,combined-print-and-e-book-nonfiction,0
3,9781476728742,4,13,2015-08-01,combined-print-and-e-book-nonfiction,-1
4,9781594206276,3,7,2015-08-01,combined-print-and-e-book-nonfiction,1
5,9780062372109,5,6,2015-08-01,combined-print-and-e-book-nonfiction,0
6,9780307408860,6,21,2015-08-01,combined-print-and-e-book-nonfiction,0
7,9780316322423,10,24,2015-08-01,combined-print-and-e-book-nonfiction,-3
8,9780805095159,8,41,2015-08-01,combined-print-and-e-book-nonfiction,0
9,9781501115639,0,2,2015-08-01,combined-print-and-e-book-nonfiction,9
10,9781451659160,12,4,2015-08-01,combined-print-and-e-book-nonfiction,-2
11,9781455554577,0,2,2015-08-01,combined-print-and-e-book-nonfiction,11
12,9780812974492,14,209,2015-08-01,combined-print-and-e-book-nonfiction,-2
13,9780061801235,0,1,2015-08-01,combined-print-and-e-book-nonfiction,13
14,9780316017930,0,49,2015-08-01,combined-print-and-e-book-nonfiction,14
15,9780307476074,0,118,2015-08-01,combined-print-and-e-book-nonfiction,15
16,9780385537605,0,0,2015-08-01,combined-print-and-e-book-nonfiction,16
17,9780812997576,0,0,2015-08-01,combined-print-and-e-book-nonfiction,17
18,9780743247542,0,0,2015-08-01,combined-print-and-e-book-nonfiction,18
19,9780062319753,0,0,2015-08-01,combined-print-and-e-book-nonfiction,19
20,9780062376336,0,0,2015-08-01,combined-print-and-e-book-nonfiction,20
1,9781451606300,0,1,2015-08-08,combined-print-and-e-book-nonfiction,1
2,9780812993547,1,4,2015-08-08,combined-print-and-e-book-nonfiction,1
3,9780143125471,2,64,2015-08-08,combined-print-and-e-book-nonfiction,1
4,9781476728742,3,14,2015-08-08,combined-print-and-e-book-nonfiction,1
5,9781594206276,4,8,2015-08-08,combined-print-and-e-book-nonfiction,1
6,9781941393260,0,1,2015-08-08,combined-print-and-e-book-nonfiction,6
7,9780307408860,6,22,2015-08-08,combined-print-and-e-book-nonfiction,1
8,9780062372109,5,7,2015-08-08,combined-print-and-e-book-nonfiction,3
9,9781493016716,0,1,2015-08-08,combined-print-and-e-book-nonfiction,9
10,9780316322423,7,25,2015-08-08,combined-print-and-e-book-nonfiction,3
11,9780805095159,8,42,2015-08-08,combined-print-and-e-book-nonfiction,3
12,9780316017930,14,50,2015-08-08,combined-print-and-e-book-nonfiction,-2
13,9780307476074,15,119,2015-08-08,combined-print-and-e-book-nonfiction,-2
14,9780812974492,12,210,2015-08-08,combined-print-and-e-book-nonfiction,2
15,9780307885937,0,1,2015-08-08,combined-print-and-e-book-nonfiction,15
16,9780743247542,0,0,2015-08-08,combined-print-and-e-book-nonfiction,16
17,9780374531263,0,0,2015-08-08,combined-print-and-e-book-nonfiction,17
18,9780385537612,0,0,2015-08-08,combined-print-and-e-book-nonfiction,18
19,9781455554591,0,0,2015-08-08,combined-print-and-e-book-nonfiction,19
20,9780375725609,0,0,2015-08-08,combined-print-and-e-book-nonfiction,20
1,9781451606300,1,2,2015-08-15,combined-print-and-e-book-nonfiction,0
2,9780812993547,2,5,2015-08-15,combined-print-and-e-book-nonfiction,0
3,9780143125471,3,65,2015-08-15,combined-print-and-e-book-nonfiction,0
4,9781400076314,0,8,2015-08-15,combined-print-and-e-book-nonfiction,4
5,9781476785653,0,1,2015-08-15,combined-print-and-e-book-nonfiction,5
6,9781594206276,5,9,2015-08-15,combined-print-and-e-book-nonfiction,1
7,9780553446753,7,23,2015-08-15,combined-print-and-e-book-nonfiction,0
8,9781476728742,4,15,2015-08-15,combined-print-and-e-book-nonfiction,4
9,9780805095159,11,43,2015-08-15,combined-print-and-e-book-nonfiction,-2
10,9780316322423,10,26,2015-08-15,combined-print-and-e-book-nonfiction,0
11,9780062372109,8,8,2015-08-15,combined-print-and-e-book-nonfiction,3
12,9780743247542,0,45,2015-08-15,combined-print-and-e-book-nonfiction,12
13,9780316017930,12,51,2015-08-15,combined-print-and-e-book-nonfiction,1
14,9780307957658,13,120,2015-08-15,combined-print-and-e-book-nonfiction,1
15,9780812974492,14,211,2015-08-15,combined-print-and-e-book-nonfiction,1
16,9780385537612,0,0,2015-08-15,combined-print-and-e-book-nonfiction,16
17,9781941393260,0,0,2015-08-15,combined-print-and-e-book-nonfiction,17
18,9780307717832,0,0,2015-08-15,combined-print-and-e-book-nonfiction,18
19,9781594203473,0,0,2015-08-15,combined-print-and-e-book-nonfiction,19
20,9780812997576,0,0,2015-08-15,combined-print-and-e-book-nonfiction,20
1,9781501126123,0,1,2015-08-22,combined-print-and-e-book-nonfiction,1
2,9781451606300,1,3,2015-08-22,combined-print-and-e-book-nonfiction,1
3,9780812993547,2,6,2015-08-22,combined-print-and-e-book-nonfiction,1
4,9780143125471,3,66,2015-08-22,combined-print-and-e-book-nonfiction,1
5,9780375725609,4,9,2015-08-22,combined-print-and-e-book-nonfiction,1
6,9780553446753,7,24,2015-08-22,combined-print-and-e-book-nonfiction,-1
7,9781476728742,8,16,2015-08-22,combined-print-and-e-book-nonfiction,-1
8,9781594206276,6,10,2015-08-22,combined-print-and-e-book-nonfiction,2
9,9780307717832,0,1,2015-08-22,combined-print-and-e-book-nonfiction,9
10,9780062218841,0,4,2015-08-22,combined-print-and-e-book-nonfiction,10
11,9780805095159,9,44,2015-08-22,combined-print-and-e-book-nonfiction,2
12,9780316322423,10,27,2015-08-22,combined-print-and-e-book-nonfiction,2
13,9780812984965,0,1,2015-08-22,combined-print-and-e-book-nonfiction,13
14,9780307423559,0,1,2015-08-22,combined-print-and-e-book-nonfiction,14
15,9781628720266,0,1,2015-08-22,combined-print-and-e-book-nonfiction,15
16,9780307407672,0,0,2015-08-22,combined-print-and-e-book-nonfiction,16
17,9781476785653,0,0,2015-08-22,combined-print-and-e-book-nonfiction,17
18,9780316017930,0,0,2015-08-22,combined-print-and-e-book-nonfiction,18
19,9780307957658,0,0,2015-08-22,combined-print-and-e-book-nonfiction,19
20,9780062372123,0,0,2015-08-22,combined-print-and-e-book-nonfiction,20
1,9781501126123,1,2,2015-08-29,combined-print-and-e-book-nonfiction,0
2,9781101622742,4,67,2015-08-29,combined-print-and-e-book-nonfiction,-2
3,9781451606300,2,4,2015-08-29,combined-print-and-e-book-nonfiction,1
4,9780812993547,3,7,2015-08-29,combined-print-and-e-book-nonfiction,1
5,9780698179967,8,11,2015-08-29,combined-print-and-e-book-nonfiction,-3
6,9780553446753,6,25,2015-08-29,combined-print-and-e-book-nonfiction,0
7,9781476728742,7,17,2015-08-29,combined-print-and-e-book-nonfiction,0
8,9780375725609,5,10,2015-08-29,combined-print-and-e-book-nonfiction,3
