rank,primary_isbn13,rank_last_week,weeks_on_list,list_date,list_name,rank_change
9,9780805095159,11,45,2015-08-29,combined-print-and-e-book-nonfiction,-2
10,9780307717832,9,2,2015-08-29,combined-print-and-e-book-nonfiction,1
11,9780316322423,12,28,2015-08-29,combined-print-and-e-book-nonfiction,-1
12,9780307957658,0,121,2015-08-29,combined-print-and-e-book-nonfiction,12
13,9780316017930,0,52,2015-08-29,combined-print-and-e-book-nonfiction,13
14,9780679603757,0,212,2015-08-29,combined-print-and-e-book-nonfiction,14
15,9780812984965,13,2,2015-08-29,combined-print-and-e-book-nonfiction,2
16,9780743247542,0,0,2015-08-29,combined-print-and-e-book-nonfiction,16
17,9780767929233,0,0,2015-08-29,combined-print-and-e-book-nonfiction,17
18,9781588369284,0,0,2015-08-29,combined-print-and-e-book-nonfiction,18
19,9780553380163,0,0,2015-08-29,combined-print-and-e-book-nonfiction,19
20,9781583334676,0,0,2015-08-29,combined-print-and-e-book-nonfiction,20
1,9780307717832,10,3,2015-09-05,combined-print-and-e-book-nonfiction,-9
2,9781501126123,1,3,2015-09-05,combined-print-and-e-book-nonfiction,1
3,9780143125471,2,68,2015-09-05,combined-print-and-e-book-nonfiction,1
4,9781501115417,0,1,2015-09-05,combined-print-and-e-book-nonfiction,4
5,9781451606300,3,5,2015-09-05,combined-print-and-e-book-nonfiction,2
6,9780812993547,4,8,2015-09-05,combined-print-and-e-book-nonfiction,2
7,9781250078971,0,1,2015-09-05,combined-print-and-e-book-nonfiction,7
8,9781476728742,7,18,2015-09-05,combined-print-and-e-book-nonfiction,1
9,9780805095159,9,46,2015-09-05,combined-print-and-e-book-nonfiction,0
10,9781594206276,5,12,2015-09-05,combined-print-and-e-book-nonfiction,5
11,9781628734959,0,1,2015-09-05,combined-print-and-e-book-nonfiction,11
12,9780375725609,8,11,2015-09-05,combined-print-and-e-book-nonfiction,4
13,9780062002945,0,13,2015-09-05,combined-print-and-e-book-nonfiction,13
14,9780553446753,6,26,2015-09-05,combined-print-and-e-book-nonfiction,8
15,9781466876224,0,1,2015-09-05,combined-print-and-e-book-nonfiction,15
16,9780316322423,0,0,2015-09-05,combined-print-and-e-book-nonfiction,16
17,9780385352543,0,0,2015-09-05,combined-print-and-e-book-nonfiction,17
18,9781497683853,0,0,2015-09-05,combined-print-and-e-book-nonfiction,18
19,9780316017930,0,0,2015-09-05,combined-print-and-e-book-nonfiction,19
20,9780062268358,0,0,2015-09-05,combined-print-and-e-book-nonfiction,20
1,9780307717832,1,4,2015-09-12,combined-print-and-e-book-nonfiction,0
2,9781501126123,2,4,2015-09-12,combined-print-and-e-book-nonfiction,0
3,9780143125471,3,69,2015-09-12,combined-print-and-e-book-nonfiction,0
4,9780812993547,6,9,2015-09-12,combined-print-and-e-book-nonfiction,-2
5,9781476728742,8,19,2015-09-12,combined-print-and-e-book-nonfiction,-3
6,9781451606300,5,6,2015-09-12,combined-print-and-e-book-nonfiction,1
7,9781501115417,4,2,2015-09-12,combined-print-and-e-book-nonfiction,3
8,9781594206276,10,13,2015-09-12,combined-print-and-e-book-nonfiction,-2
9,9780316322423,0,29,2015-09-12,combined-print-and-e-book-nonfiction,9
10,9780062213679,0,4,2015-09-12,combined-print-and-e-book-nonfiction,10
11,9780805095159,9,47,2015-09-12,combined-print-and-e-book-nonfiction,2
12,9780385540612,0,1,2015-09-12,combined-print-and-e-book-nonfiction,12
13,9780375725609,12,12,2015-09-12,combined-print-and-e-book-nonfiction,1
14,9781595231222,0,18,2015-09-12,combined-print-and-e-book-nonfiction,14
15,9780553446753,14,27,2015-09-12,combined-print-and-e-book-nonfiction,1
16,9781601427557,0,0,2015-09-12,combined-print-and-e-book-nonfiction,16
17,9780062268358,0,0,2015-09-12,combined-print-and-e-book-nonfiction,17
18,9780307476074,0,0,2015-09-12,combined-print-and-e-book-nonfiction,18
19,9780800726805,0,0,2015-09-12,combined-print-and-e-book-nonfiction,19
20,9780547840055,0,0,2015-09-12,combined-print-and-e-book-nonfiction,20
1,9780804138147,0,1,2015-09-19,combined-print-and-e-book-nonfiction,1
2,9780143125471,3,70,2015-09-19,combined-print-and-e-book-nonfiction,-1
3,9780062346216,0,1,2015-09-19,combined-print-and-e-book-nonfiction,3
4,9780812993547,4,10,2015-09-19,combined-print-and-e-book-nonfiction,0
5,9780307717832,1,5,2015-09-19,combined-print-and-e-book-nonfiction,4
6,9780062097767,0,1,2015-09-19,combined-print-and-e-book-nonfiction,6
7,9781476728742,5,20,2015-09-19,combined-print-and-e-book-nonfiction,2
8,9780805095159,11,48,2015-09-19,combined-print-and-e-book-nonfiction,-3
9,9780062223067,0,1,2015-09-19,combined-print-and-e-book-nonfiction,9
10,9780316322423,9,30,2015-09-19,combined-print-and-e-book-nonfiction,1
11,9781501126123,2,5,2015-09-19,combined-print-and-e-book-nonfiction,9
12,9781594206276,8,14,2015-09-19,combined-print-and-e-book-nonfiction,4
13,9781601427557,0,1,2015-09-19,combined-print-and-e-book-nonfiction,13
14,9781455533763,0,1,2015-09-19,combined-print-and-e-book-nonfiction,14
15,9781610395533,0,1,2015-09-19,combined-print-and-e-book-nonfiction,15
16,9781595231222,0,0,2015-09-19,combined-print-and-e-book-nonfiction,16
17,9781555846152,0,0,2015-09-19,combined-print-and-e-book-nonfiction,17
18,9780375725609,0,0,2015-09-19,combined-print-and-e-book-nonfiction,18
19,9780553446753,0,0,2015-09-19,combined-print-and-e-book-nonfiction,19
20,9781451606300,0,0,2015-09-19,combined-print-and-e-book-nonfiction,20
1,9781627792417,0,1,2015-09-26,combined-print-and-e-book-nonfiction,1
2,9780804138147,1,2,2015-09-26,combined-print-and-e-book-nonfiction,1
3,9781250077004,0,1,2015-09-26,combined-print-and-e-book-nonfiction,3
4,9780143125471,2,71,2015-09-26,combined-print-and-e-book-nonfiction,2
5,9780812993547,4,11,2015-09-26,combined-print-and-e-book-nonfiction,1
6,9780307717832,5,6,2015-09-26,combined-print-and-e-book-nonfiction,1
7,9781476728742,7,21,2015-09-26,combined-print-and-e-book-nonfiction,0
8,9780805095159,8,49,2015-09-26,combined-print-and-e-book-nonfiction,0
9,9781473837027,0,1,2015-09-26,combined-print-and-e-book-nonfiction,9
10,9781439114087,0,1,2015-09-26,combined-print-and-e-book-nonfiction,10
11,9780316322423,10,31,2015-09-26,combined-print-and-e-book-nonfiction,1
12,9781594206276,12,15,2015-09-26,combined-print-and-e-book-nonfiction,0
13,9781610395533,15,2,2015-09-26,combined-print-and-e-book-nonfiction,-2
14,9780062346223,3,2,2015-09-26,combined-print-and-e-book-nonfiction,11
15,9781501126123,11,6,2015-09-26,combined-print-and-e-book-nonfiction,4
16,9781451606300,0,0,2015-09-26,combined-print-and-e-book-nonfiction,16
17,9780553446753,0,0,2015-09-26,combined-print-and-e-book-nonfiction,17
18,9780375725609,0,0,2015-09-26,combined-print-and-e-book-nonfiction,18
19,9780061751943,0,0,2015-09-26,combined-print-and-e-book-nonfiction,19
20,9781601427557,0,0,2015-09-26,combined-print-and-e-book-nonfiction,20
1,9781627792417,1,2,2015-10-03,combined-print-and-e-book-nonfiction,0
2,9780804138147,2,3,2015-10-03,combined-print-and-e-book-nonfiction,0
3,9781250077004,3,2,2015-10-03,combined-print-and-e-book-nonfiction,0
4,9780143125471,4,72,2015-10-03,combined-print-and-e-book-nonfiction,0
5,9780812993547,5,12,2015-10-03,combined-print-and-e-book-nonfiction,0
6,9780440339144,0,1,2015-10-03,combined-print-and-e-book-nonfiction,6
7,9781476728742,7,22,2015-10-03,combined-print-and-e-book-nonfiction,0
8,9780805095159,8,50,2015-10-03,combined-print-and-e-book-nonfiction,0
9,9780316322423,11,32,2015-10-03,combined-print-and-e-book-nonfiction,-2
10,9781621574378,0,1,2015-10-03,combined-print-and-e-book-nonfiction,10
11,9780385350570,0,1,2015-10-03,combined-print-and-e-book-nonfiction,11
12,9780307717832,6,7,2015-10-03,combined-print-and-e-book-nonfiction,6
13,9780767932127,0,1,2015-10-03,combined-print-and-e-book-nonfiction,13
14,9780553392999,0,1,2015-10-03,combined-print-and-e-book-nonfiction,14
15,9781594206276,12,16,2015-10-03,combined-print-and-e-book-nonfiction,3
16,9780804136709,0,0,2015-10-03,combined-print-and-e-book-nonfiction,16
17,9781439114087,0,0,2015-10-03,combined-print-and-e-book-nonfiction,17
18,9780544323520,0,0,2015-10-03,combined-print-and-e-book-nonfiction,18
19,9780307408860,0,0,2015-10-03,combined-print-and-e-book-nonfiction,19
20,9781250083975,0,0,2015-10-03,combined-print-and-e-book-nonfiction,20
1,9781627792417,1,3,2015-10-10,combined-print-and-e-book-nonfiction,0
2,9781591848042,0,1,2015-10-10,combined-print-and-e-book-nonfiction,2
3,9780399173325,0,1,2015-10-10,combined-print-and-e-book-nonfiction,3
4,9781101875100,0,1,2015-10-10,combined-print-and-e-book-nonfiction,4
5,9780547617954,0,1,2015-10-10,combined-print-and-e-book-nonfiction,5
6,9780804138147,2,4,2015-10-10,combined-print-and-e-book-nonfiction,4
7,9780143125471,4,73,2015-10-10,combined-print-and-e-book-nonfiction,3
8,9780393247213,0,1,2015-10-10,combined-print-and-e-book-nonfiction,8
9,9781250077004,3,3,2015-10-10,combined-print-and-e-book-nonfiction,6
10,9780812993547,5,13,2015-10-10,combined-print-and-e-book-nonfiction,5
11,9780316322423,9,33,2015-10-10,combined-print-and-e-book-nonfiction,2
12,9780062265449,0,10,2015-10-10,combined-print-and-e-book-nonfiction,12
13,9781476728742,7,23,2015-10-10,combined-print-and-e-book-nonfiction,6
14,9780805095159,8,51,2015-10-10,combined-print-and-e-book-nonfiction,6
15,9780316244572,0,1,2015-10-10,combined-print-and-e-book-nonfiction,15
16,9781595231222,0,0,2015-10-10,combined-print-and-e-book-nonfiction,16
17,9781594206276,0,0,2015-10-10,combined-print-and-e-book-nonfiction,17
18,9780307717832,0,0,2015-10-10,combined-print-and-e-book-nonfiction,18
19,9780718042226,0,0,2015-10-10,combined-print-and-e-book-nonfiction,19
20,9780375725609,0,0,2015-10-10,combined-print-and-e-book-nonfiction,20
1,9781250058904,0,1,2015-10-17,combined-print-and-e-book-nonfiction,1
2,9781627792417,1,4,2015-10-17,combined-print-and-e-book-nonfiction,1
3,9781591848042,2,2,2015-10-17,combined-print-and-e-book-nonfiction,1
4,9781101875100,4,2,2015-10-17,combined-print-and-e-book-nonfiction,0
5,9780804138147,6,5,2015-10-17,combined-print-and-e-book-nonfiction,-1
6,9780399173325,3,2,2015-10-17,combined-print-and-e-book-nonfiction,3
7,9780812993547,10,14,2015-10-17,combined-print-and-e-book-nonfiction,-3
8,9780062218360,0,11,2015-10-17,combined-print-and-e-book-nonfiction,8
9,9781501116445,0,1,2015-10-17,combined-print-and-e-book-nonfiction,9
10,9780143125471,7,74,2015-10-17,combined-print-and-e-book-nonfiction,3
11,9781250077004,9,4,2015-10-17,combined-print-and-e-book-nonfiction,2
12,9780547250250,5,2,2015-10-17,combined-print-and-e-book-nonfiction,7
13,9780062265449,12,11,2015-10-17,combined-print-and-e-book-nonfiction,1
14,9780316322423,11,34,2015-10-17,combined-print-and-e-book-nonfiction,3
15,9780399167256,0,1,2015-10-17,combined-print-and-e-book-nonfiction,15
16,9780805095159,0,0,2015-10-17,combined-print-and-e-book-nonfiction,16
17,9780393247213,0,0,2015-10-17,combined-print-and-e-book-nonfiction,17
18,9781476728742,0,0,2015-10-17,combined-print-and-e-book-nonfiction,18
19,9780062268358,0,0,2015-10-17,combined-print-and-e-book-nonfiction,19
20,9780375725609,0,0,2015-10-17,combined-print-and-e-book-nonfiction,20
1,9781627792417,2,5,2015-10-24,combined-print-and-e-book-nonfiction,-1
2,9781501117695,0,1,2015-10-24,combined-print-and-e-book-nonfiction,2
3,9781591848042,3,3,2015-10-24,combined-print-and-e-book-nonfiction,0
4,9781466874961,0,1,2015-10-24,combined-print-and-e-book-nonfiction,4
5,9781250058904,1,2,2015-10-24,combined-print-and-e-book-nonfiction,4
6,9780143125471,10,75,2015-10-24,combined-print-and-e-book-nonfiction,-4
7,9780804138147,5,6,2015-10-24,combined-print-and-e-book-nonfiction,2
8,9780062265449,13,12,2015-10-24,combined-print-and-e-book-nonfiction,-5
9,9780812993547,7,15,2015-10-24,combined-print-and-e-book-nonfiction,2
10,9781501116445,9,2,2015-10-24,combined-print-and-e-book-nonfiction,1
11,9781594631740,0,1,2015-10-24,combined-print-and-e-book-nonfiction,11
12,9781101875100,4,3,2015-10-24,combined-print-and-e-book-nonfiction,8
13,9780399167256,15,2,2015-10-24,combined-print-and-e-book-nonfiction,-2
14,9780399173325,6,3,2015-10-24,combined-print-and-e-book-nonfiction,8
15,9781250077004,11,5,2015-10-24,combined-print-and-e-book-nonfiction,4
16,9780316322423,0,0,2015-10-24,combined-print-and-e-book-nonfiction,16
17,9780547250250,0,0,2015-10-24,combined-print-and-e-book-nonfiction,17
18,9780805095159,0,0,2015-10-24,combined-print-and-e-book-nonfiction,18
19,9780062218360,0,0,2015-10-24,combined-print-and-e-book-nonfiction,19
20,9781476728742,0,0,2015-10-24,combined-print-and-e-book-nonfiction,20
1,9781627792417,1,6,2015-10-31,combined-print-and-e-book-nonfiction,0
2,9780316200608,0,1,2015-10-31,combined-print-and-e-book-nonfiction,2
3,9781250067050,4,2,2015-10-31,combined-print-and-e-book-nonfiction,-1
4,9781455536115,0,1,2015-10-31,combined-print-and-e-book-nonfiction,4
5,9781591848042,3,4,2015-10-31,combined-print-and-e-book-nonfiction,2
6,9781501117695,2,2,2015-10-31,combined-print-and-e-book-nonfiction,4
7,9781101983799,0,1,2015-10-31,combined-print-and-e-book-nonfiction,7
8,9780553419962,0,1,2015-10-31,combined-print-and-e-book-nonfiction,8
9,9780062415837,0,1,2015-10-31,combined-print-and-e-book-nonfiction,9
10,9780812993547,9,16,2015-10-31,combined-print-and-e-book-nonfiction,1
11,9781594486630,0,1,2015-10-31,combined-print-and-e-book-nonfiction,11
12,9780143125471,6,76,2015-10-31,combined-print-and-e-book-nonfiction,6
13,9780679456209,0,1,2015-10-31,combined-print-and-e-book-nonfiction,13
14,9781250058904,5,3,2015-10-31,combined-print-and-e-book-nonfiction,9
15,9780804138147,7,7,2015-10-31,combined-print-and-e-book-nonfiction,8
16,9780316322423,0,0,2015-10-31,combined-print-and-e-book-nonfiction,16
17,9781101875100,0,0,2015-10-31,combined-print-and-e-book-nonfiction,17
18,9780307719980,0,0,2015-10-31,combined-print-and-e-book-nonfiction,18
19,9780805095159,0,0,2015-10-31,combined-print-and-e-book-nonfiction,19
20,9781250077004,0,0,2015-10-31,combined-print-and-e-book-nonfiction,20
1,9781101886977,0,1,2015-11-07,combined-print-and-e-book-nonfiction,1
2,9781627792417,1,7,2015-11-07,combined-print-and-e-book-nonfiction,1
3,9781591848066,0,1,2015-11-07,combined-print-and-e-book-nonfiction,3
4,9781501137969,0,1,2015-11-07,combined-print-and-e-book-nonfiction,4
5,9781591848042,5,5,2015-11-07,combined-print-and-e-book-nonfiction,0
6,9780316200608,2,2,2015-11-07,combined-print-and-e-book-nonfiction,4
7,9780553419962,8,2,2015-11-07,combined-print-and-e-book-nonfiction,-1
8,9781250067050,3,3,2015-11-07,combined-print-and-e-book-nonfiction,5
9,9781101983799,7,2,2015-11-07,combined-print-and-e-book-nonfiction,2
10,9780143125471,12,77,2015-11-07,combined-print-and-e-book-nonfiction,-2
11,9780679456209,13,2,2015-11-07,combined-print-and-e-book-nonfiction,-2
12,9780812993547,10,17,2015-11-07,combined-print-and-e-book-nonfiction,2
13,9781455536115,4,2,2015-11-07,combined-print-and-e-book-nonfiction,9
14,9781501117695,6,3,2015-11-07,combined-print-and-e-book-nonfiction,8
15,9780804138147,15,8,2015-11-07,combined-print-and-e-book-nonfiction,0
16,9781455563111,0,0,2015-11-07,combined-print-and-e-book-nonfiction,16
17,9780805095159,0,0,2015-11-07,combined-print-and-e-book-nonfiction,17
18,9780316322423,0,0,2015-11-07,combined-print-and-e-book-nonfiction,18
19,9781250077004,0,0,2015-11-07,combined-print-and-e-book-nonfiction,19
20,9781250058904,0,0,2015-11-07,combined-print-and-e-book-nonfiction,20
1,9781101886960,1,2,2015-11-14,combined-print-and-e-book-nonfiction,0
2,9781400067657,0,1,2015-11-14,combined-print-and-e-book-nonfiction,2
3,9781627792417,2,8,2015-11-14,combined-print-and-e-book-nonfiction,1
4,9781591848066,3,2,2015-11-14,combined-print-and-e-book-nonfiction,1
5,9780143034759,0,1,2015-11-14,combined-print-and-e-book-nonfiction,5
6,9780316200608,6,3,2015-11-14,combined-print-and-e-book-nonfiction,0
7,9781501137969,4,2,2015-11-14,combined-print-and-e-book-nonfiction,3
8,9780143125471,10,78,2015-11-14,combined-print-and-e-book-nonfiction,-2
9,9780679456209,11,3,2015-11-14,combined-print-and-e-book-nonfiction,-2
10,9781101983799,9,3,2015-11-14,combined-print-and-e-book-nonfiction,1
11,9780812993547,12,18,2015-11-14,combined-print-and-e-book-nonfiction,-1
12,9780804138147,15,9,2015-11-14,combined-print-and-e-book-nonfiction,-3
13,9780553419962,7,3,2015-11-14,combined-print-and-e-book-nonfiction,6
14,9781591848042,5,6,2015-11-14,combined-print-and-e-book-nonfiction,9
15,9781501117695,14,4,2015-11-14,combined-print-and-e-book-nonfiction,1
16,9780316322423,0,0,2015-11-14,combined-print-and-e-book-nonfiction,16
17,9781250067050,0,0,2015-11-14,combined-print-and-e-book-nonfiction,17
18,9780805095159,0,0,2015-11-14,combined-print-and-e-book-nonfiction,18
19,9780061864537,0,0,2015-11-14,combined-print-and-e-book-nonfiction,19
20,9780805099683,0,0,2015-11-14,combined-print-and-e-book-nonfiction,20
1,9781627792417,3,9,2015-11-21,combined-print-and-e-book-nonfiction,-2
2,9781591848066,4,3,2015-11-21,combined-print-and-e-book-nonfiction,-2
3,9781101886960,1,3,2015-11-21,combined-print-and-e-book-nonfiction,2
4,9781400067657,2,2,2015-11-21,combined-print-and-e-book-nonfiction,2
5,9780812993547,11,19,2015-11-21,combined-print-and-e-book-nonfiction,-6
6,9780143125471,8,79,2015-11-21,combined-print-and-e-book-nonfiction,-2
7,9780399173547,0,1,2015-11-21,combined-print-and-e-book-nonfiction,7
8,9780316200608,6,4,2015-11-21,combined-print-and-e-book-nonfiction,2
9,9780553419962,13,4,2015-11-21,combined-print-and-e-book-nonfiction,-4
10,9780804138147,12,10,2015-11-21,combined-print-and-e-book-nonfiction,-2
11,9781101983799,10,4,2015-11-21,combined-print-and-e-book-nonfiction,1
12,9780871404237,0,1,2015-11-21,combined-print-and-e-book-nonfiction,12
13,9780143034759,5,2,2015-11-21,combined-print-and-e-book-nonfiction,8
14,9780316322423,0,35,2015-11-21,combined-print-and-e-book-nonfiction,14
15,9781101875100,0,4,2015-11-21,combined-print-and-e-book-nonfiction,15
16,9780679456209,0,0,2015-11-21,combined-print-and-e-book-nonfiction,16
17,9781250058904,0,0,2015-11-21,combined-print-and-e-book-nonfiction,17
18,9780062415837,0,0,2015-11-21,combined-print-and-e-book-nonfiction,18
19,9781501117695,0,0,2015-11-21,combined-print-and-e-book-nonfiction,19
20,9780143126812,0,0,2015-11-21,combined-print-and-e-book-nonfiction,20
1,9781627792417,1,10,2015-11-28,combined-print-and-e-book-nonfiction,0
2,9781250058904,0,4,2015-11-28,combined-print-and-e-book-nonfiction,2
3,9781591848066,2,4,2015-11-28,combined-print-and-e-book-nonfiction,1
4,9781250095893,0,1,2015-11-28,combined-print-and-e-book-nonfiction,4
5,9781101886960,3,4,2015-11-28,combined-print-and-e-book-nonfiction,2
6,9780812993547,5,20,2015-11-28,combined-print-and-e-book-nonfiction,1
7,9781400067657,4,3,2015-11-28,combined-print-and-e-book-nonfiction,3
8,9780804138147,10,11,2015-11-28,combined-print-and-e-book-nonfiction,-2
9,9780143125471,6,80,2015-11-28,combined-print-and-e-book-nonfiction,3
10,9781501117695,0,5,2015-11-28,combined-print-and-e-book-nonfiction,10
11,9780316200608,8,5,2015-11-28,combined-print-and-e-book-nonfiction,3
12,9780871404237,12,2,2015-11-28,combined-print-and-e-book-nonfiction,0
13,9781476728742,0,24,2015-11-28,combined-print-and-e-book-nonfiction,13
14,9780812998399,0,1,2015-11-28,combined-print-and-e-book-nonfiction,14
15,9780316322423,14,36,2015-11-28,combined-print-and-e-book-nonfiction,1
16,9780553419962,0,0,2015-11-28,combined-print-and-e-book-nonfiction,16
17,9781101983799,0,0,2015-11-28,combined-print-and-e-book-nonfiction,17
18,9781501137969,0,0,2015-11-28,combined-print-and-e-book-nonfiction,18
19,9780143126812,0,0,2015-11-28,combined-print-and-e-book-nonfiction,19
20,9780062268358,0,0,2015-11-28,combined-print-and-e-book-nonfiction,20
1,9781250058904,2,5,2015-12-05,combined-print-and-e-book-nonfiction,-1
2,9781627792417,1,11,2015-12-05,combined-print-and-e-book-nonfiction,1
3,9781591848066,3,5,2015-12-05,combined-print-and-e-book-nonfiction,0
4,9780812993547,6,21,2015-12-05,combined-print-and-e-book-nonfiction,-2
5,9781400067657,7,4,2015-12-05,combined-print-and-e-book-nonfiction,-2
6,9781250095893,4,2,2015-12-05,combined-print-and-e-book-nonfiction,2
7,9780143125471,9,81,2015-12-05,combined-print-and-e-book-nonfiction,-2
8,9780804138147,8,12,2015-12-05,combined-print-and-e-book-nonfiction,0
9,9781101886960,5,5,2015-12-05,combined-print-and-e-book-nonfiction,4
10,9780871404237,12,3,2015-12-05,combined-print-and-e-book-nonfiction,-2
11,9780316200608,11,6,2015-12-05,combined-print-and-e-book-nonfiction,0
12,9780544272996,0,18,2015-12-05,combined-print-and-e-book-nonfiction,12
13,9781250038821,0,11,2015-12-05,combined-print-and-e-book-nonfiction,13
14,9781476728742,13,25,2015-12-05,combined-print-and-e-book-nonfiction,1
15,9780062297129,0,1,2015-12-05,combined-print-and-e-book-nonfiction,15
16,9780316322423,0,0,2015-12-05,combined-print-and-e-book-nonfiction,16
17,9780143126812,0,0,2015-12-05,combined-print-and-e-book-nonfiction,17
18,9781501137969,0,0,2015-12-05,combined-print-and-e-book-nonfiction,18
19,9780553419962,0,0,2015-12-05,combined-print-and-e-book-nonfiction,19
20,9780062268358,0,0,2015-12-05,combined-print-and-e-book-nonfiction,20
1,9781627792417,2,12,2015-12-12,combined-print-and-e-book-nonfiction,-1
2,9781591848066,3,6,2015-12-12,combined-print-and-e-book-nonfiction,-1
3,9781250058904,1,6,2015-12-12,combined-print-and-e-book-nonfiction,2
4,9780812993547,4,22,2015-12-12,combined-print-and-e-book-nonfiction,0
5,9780143125471,7,82,2015-12-12,combined-print-and-e-book-nonfiction,-2
6,9781400067657,5,5,2015-12-12,combined-print-and-e-book-nonfiction,1
7,9780804138147,8,13,2015-12-12,combined-print-and-e-book-nonfiction,-1
8,9781476728742,14,26,2015-12-12,combined-print-and-e-book-nonfiction,-6
9,9780544272996,12,19,2015-12-12,combined-print-and-e-book-nonfiction,-3
10,9781250095893,6,3,2015-12-12,combined-print-and-e-book-nonfiction,4
11,9780143126812,0,1,2015-12-12,combined-print-and-e-book-nonfiction,11
12,9781101886960,9,6,2015-12-12,combined-print-and-e-book-nonfiction,3
13,9780316200608,11,7,2015-12-12,combined-print-and-e-book-nonfiction,2
14,9781501137969,0,3,2015-12-12,combined-print-and-e-book-nonfiction,14
15,9780316322423,0,37,2015-12-12,combined-print-and-e-book-nonfiction,15
16,9780062415837,0,0,2015-12-12,combined-print-and-e-book-nonfiction,16
17,9780062268358,0,0,2015-12-12,combined-print-and-e-book-nonfiction,17
18,9780871404237,0,0,2015-12-12,combined-print-and-e-book-nonfiction,18
19,9780307408860,0,0,2015-12-12,combined-print-and-e-book-nonfiction,19
20,9781594206276,0,0,2015-12-12,combined-print-and-e-book-nonfiction,20
1,9781627792417,1,13,2015-12-19,combined-print-and-e-book-nonfiction,0
2,9781591848066,2,7,2015-12-19,combined-print-and-e-book-nonfiction,0
3,9781250058904,3,7,2015-12-19,combined-print-and-e-book-nonfiction,0
4,9780812993547,4,23,2015-12-19,combined-print-and-e-book-nonfiction,0
5,9780143125471,5,83,2015-12-19,combined-print-and-e-book-nonfiction,0
6,9780544272996,9,20,2015-12-19,combined-print-and-e-book-nonfiction,-3
7,9781476728742,8,27,2015-12-19,combined-print-and-e-book-nonfiction,-1
8,9781400067657,6,6,2015-12-19,combined-print-and-e-book-nonfiction,2
9,9780804138147,7,14,2015-12-19,combined-print-and-e-book-nonfiction,2
10,9780871404237,0,4,2015-12-19,combined-print-and-e-book-nonfiction,10
11,9780393353150,0,9,2015-12-19,combined-print-and-e-book-nonfiction,11
12,9780316322423,15,38,2015-12-19,combined-print-and-e-book-nonfiction,-3
13,9781250095893,10,4,2015-12-19,combined-print-and-e-book-nonfiction,3
14,9780062268358,0,24,2015-12-19,combined-print-and-e-book-nonfiction,14
15,9780316200608,13,8,2015-12-19,combined-print-and-e-book-nonfiction,2
16,9780143126812,0,0,2015-12-19,combined-print-and-e-book-nonfiction,16
17,9781501137969,0,0,2015-12-19,combined-print-and-e-book-nonfiction,17
18,9780307408860,0,0,2015-12-19,combined-print-and-e-book-nonfiction,18
19,9780062415837,0,0,2015-12-19,combined-print-and-e-book-nonfiction,19
20,9781594206276,0,0,2015-12-19,combined-print-and-e-book-nonfiction,20
