rank,primary_isbn13,rank_last_week,weeks_on_list,list_date,list_name,rank_change
3,9781455586387,1,2,2015-05-02,combined-print-and-e-book-fiction,2
4,9781476746609,4,33,2015-05-02,combined-print-and-e-book-fiction,0
5,9780698161351,5,3,2015-05-02,combined-print-and-e-book-fiction,0
6,9781460380697,0,1,2015-05-02,combined-print-and-e-book-fiction,6
7,9781250020079,0,1,2015-05-02,combined-print-and-e-book-fiction,7
8,9781466850606,10,13,2015-05-02,combined-print-and-e-book-fiction,-2
9,9780698186200,6,6,2015-05-02,combined-print-and-e-book-fiction,3
10,9780062311146,3,2,2015-05-02,combined-print-and-e-book-fiction,7
11,9780994054418,0,1,2015-05-02,combined-print-and-e-book-fiction,11
12,9781455520664,8,25,2015-05-02,combined-print-and-e-book-fiction,4
13,9781939996268,0,1,2015-05-02,combined-print-and-e-book-fiction,13
14,9780440335160,11,17,2015-05-02,combined-print-and-e-book-fiction,3
15,9780988573239,0,1,2015-05-02,combined-print-and-e-book-fiction,15
16,9780307594174,0,0,2015-05-02,combined-print-and-e-book-fiction,16
17,9781940285122,0,0,2015-05-02,combined-print-and-e-book-fiction,17
18,9781466874619,0,0,2015-05-02,combined-print-and-e-book-fiction,18
19,9780804178754,0,0,2015-05-02,combined-print-and-e-book-fiction,19
20,9780812997897,0,0,2015-05-02,combined-print-and-e-book-fiction,20
1,9780316408769,0,1,2015-05-09,combined-print-and-e-book-fiction,1
2,9780698185395,2,17,2015-05-09,combined-print-and-e-book-fiction,0
3,9781455586387,3,3,2015-05-09,combined-print-and-e-book-fiction,0
4,9781476746586,4,34,2015-05-09,combined-print-and-e-book-fiction,0
5,9780698152519,1,2,2015-05-09,combined-print-and-e-book-fiction,4
6,9780698180512,0,1,2015-05-09,combined-print-and-e-book-fiction,6
7,9780698161351,5,4,2015-05-09,combined-print-and-e-book-fiction,2
8,9781466850606,8,14,2015-05-09,combined-print-and-e-book-fiction,0
9,9780316341554,0,1,2015-05-09,combined-print-and-e-book-fiction,9
10,9781476709239,0,1,2015-05-09,combined-print-and-e-book-fiction,10
11,9780062311146,10,3,2015-05-09,combined-print-and-e-book-fiction,1
12,9780345535115,0,5,2015-05-09,combined-print-and-e-book-fiction,12
13,9780345527783,0,4,2015-05-09,combined-print-and-e-book-fiction,13
14,9780698186200,9,7,2015-05-09,combined-print-and-e-book-fiction,5
15,9780804178754,0,9,2015-05-09,combined-print-and-e-book-fiction,15
16,9780993800146,0,0,2015-05-09,combined-print-and-e-book-fiction,16
17,9780440335160,0,0,2015-05-09,combined-print-and-e-book-fiction,17
18,9781466874619,0,0,2015-05-09,combined-print-and-e-book-fiction,18
19,9780345544940,0,0,2015-05-09,combined-print-and-e-book-fiction,19
20,9781101598818,0,0,2015-05-09,combined-print-and-e-book-fiction,20
1,9780698185395,2,18,2015-05-16,combined-print-and-e-book-fiction,-1
2,9780316408769,1,2,2015-05-16,combined-print-and-e-book-fiction,1
3,9781455586387,3,4,2015-05-16,combined-print-and-e-book-fiction,0
4,9781476746586,4,35,2015-05-16,combined-print-and-e-book-fiction,0
5,9780698152519,5,3,2015-05-16,combined-print-and-e-book-fiction,0
6,9780385531412,0,1,2015-05-16,combined-print-and-e-book-fiction,6
7,9780698157514,0,1,2015-05-16,combined-print-and-e-book-fiction,7
8,9781476789651,0,1,2015-05-16,combined-print-and-e-book-fiction,8
9,9781466850606,8,15,2015-05-16,combined-print-and-e-book-fiction,1
10,9781455517169,0,1,2015-05-16,combined-print-and-e-book-fiction,10
11,9780698161351,7,5,2015-05-16,combined-print-and-e-book-fiction,4
12,A00B00TUXIF9G,0,1,2015-05-16,combined-print-and-e-book-fiction,12
13,9780440335160,0,18,2015-05-16,combined-print-and-e-book-fiction,13
14,9781612130590,0,64,2015-05-16,combined-print-and-e-book-fiction,14
15,9780062328946,0,1,2015-05-16,combined-print-and-e-book-fiction,15
16,9781466840966,0,0,2015-05-16,combined-print-and-e-book-fiction,16
17,9780062311146,0,0,2015-05-16,combined-print-and-e-book-fiction,17
18,A00B00TCQPCN8,0,0,2015-05-16,combined-print-and-e-book-fiction,18
19,9780698186200,0,0,2015-05-16,combined-print-and-e-book-fiction,19
20,9780316341554,0,0,2015-05-16,combined-print-and-e-book-fiction,20
1,9780698185395,1,19,2015-05-23,combined-print-and-e-book-fiction,0
2,9780316408769,2,3,2015-05-23,combined-print-and-e-book-fiction,0
3,9781476746586,4,36,2015-05-23,combined-print-and-e-book-fiction,-1
4,9781455586387,3,5,2015-05-23,combined-print-and-e-book-fiction,1
5,9780062190413,0,1,2015-05-23,combined-print-and-e-book-fiction,5
6,9781466872912,0,1,2015-05-23,combined-print-and-e-book-fiction,6
7,9780698152519,5,4,2015-05-23,combined-print-and-e-book-fiction,2
8,9781476789651,8,2,2015-05-23,combined-print-and-e-book-fiction,0
9,9781466850606,9,16,2015-05-23,combined-print-and-e-book-fiction,0
10,A00B00WJ00T6E,0,1,2015-05-23,combined-print-and-e-book-fiction,10
11,9780698161214,0,1,2015-05-23,combined-print-and-e-book-fiction,11
12,9780759520127,0,1,2015-05-23,combined-print-and-e-book-fiction,12
13,9780698161351,11,6,2015-05-23,combined-print-and-e-book-fiction,2
14,9781466845282,0,1,2015-05-23,combined-print-and-e-book-fiction,14
15,9781476709055,0,1,2015-05-23,combined-print-and-e-book-fiction,15
16,9780440335160,0,0,2015-05-23,combined-print-and-e-book-fiction,16
17,9780385531412,0,0,2015-05-23,combined-print-and-e-book-fiction,17
18,9780316055444,0,0,2015-05-23,combined-print-and-e-book-fiction,18
19,9781101636237,0,0,2015-05-23,combined-print-and-e-book-fiction,19
20,9780345544940,0,0,2015-05-23,combined-print-and-e-book-fiction,20
1,9781455582310,0,1,2015-05-30,combined-print-and-e-book-fiction,1
2,9780698185395,1,20,2015-05-30,combined-print-and-e-book-fiction,1
3,9780698140769,0,1,2015-05-30,combined-print-and-e-book-fiction,3
4,9781476746586,3,37,2015-05-30,combined-print-and-e-book-fiction,1
5,9781455586387,4,6,2015-05-30,combined-print-and-e-book-fiction,1
6,9780316408769,2,4,2015-05-30,combined-print-and-e-book-fiction,4
7,9781476789651,8,3,2015-05-30,combined-print-and-e-book-fiction,-1
8,9781466850606,9,17,2015-05-30,combined-print-and-e-book-fiction,-1
9,9780992278984,0,1,2015-05-30,combined-print-and-e-book-fiction,9
10,9781460381809,0,1,2015-05-30,combined-print-and-e-book-fiction,10
11,A00B00U1X88OQ,0,1,2015-05-30,combined-print-and-e-book-fiction,11
12,A00B00WFGUQ4W,0,1,2015-05-30,combined-print-and-e-book-fiction,12
13,9780698152519,7,5,2015-05-30,combined-print-and-e-book-fiction,6
14,9781476703015,0,1,2015-05-30,combined-print-and-e-book-fiction,14
15,9781420133875,0,1,2015-05-30,combined-print-and-e-book-fiction,15
16,9780316097437,0,0,2015-05-30,combined-print-and-e-book-fiction,16
17,9781507060469,0,0,2015-05-30,combined-print-and-e-book-fiction,17
18,9781416563914,0,0,2015-05-30,combined-print-and-e-book-fiction,18
19,9780440335160,0,0,2015-05-30,combined-print-and-e-book-fiction,19
20,9780062190376,0,0,2015-05-30,combined-print-and-e-book-fiction,20
1,9781501100130,0,1,2015-06-06,combined-print-and-e-book-fiction,1
2,9780698185395,2,21,2015-06-06,combined-print-and-e-book-fiction,0
3,9781101875056,0,1,2015-06-06,combined-print-and-e-book-fiction,3
4,9781476746586,4,38,2015-06-06,combined-print-and-e-book-fiction,0
5,9781455582310,1,2,2015-06-06,combined-print-and-e-book-fiction,4
6,9781455586387,5,7,2015-06-06,combined-print-and-e-book-fiction,1
7,9780316408769,6,5,2015-06-06,combined-print-and-e-book-fiction,1
8,9781476789651,7,4,2015-06-06,combined-print-and-e-book-fiction,1
9,9781466850606,8,18,2015-06-06,combined-print-and-e-book-fiction,1
10,9781455591237,0,5,2015-06-06,combined-print-and-e-book-fiction,10
11,9780698186699,0,1,2015-06-06,combined-print-and-e-book-fiction,11
12,9781101605219,0,1,2015-06-06,combined-print-and-e-book-fiction,12
13,A00B00WFGUQ4W,12,2,2015-06-06,combined-print-and-e-book-fiction,1
14,9780698140769,3,2,2015-06-06,combined-print-and-e-book-fiction,11
15,9780440335160,0,19,2015-06-06,combined-print-and-e-book-fiction,15
16,9780698152519,0,0,2015-06-06,combined-print-and-e-book-fiction,16
17,9780345542939,0,0,2015-06-06,combined-print-and-e-book-fiction,17
18,9780553897845,0,0,2015-06-06,combined-print-and-e-book-fiction,18
19,9781476793757,0,0,2015-06-06,combined-print-and-e-book-fiction,19
20,9780698195677,0,0,2015-06-06,combined-print-and-e-book-fiction,20
1,9780698185395,2,22,2015-06-13,combined-print-and-e-book-fiction,-1
2,9780804139038,0,3,2015-06-13,combined-print-and-e-book-fiction,2
3,9781501100079,1,2,2015-06-13,combined-print-and-e-book-fiction,2
4,9781476746586,4,39,2015-06-13,combined-print-and-e-book-fiction,0
5,9780698140301,0,1,2015-06-13,combined-print-and-e-book-fiction,5
6,9781101875056,3,2,2015-06-13,combined-print-and-e-book-fiction,3
7,9781455582310,5,3,2015-06-13,combined-print-and-e-book-fiction,2
8,9780062132574,0,1,2015-06-13,combined-print-and-e-book-fiction,8
9,9781476789651,8,5,2015-06-13,combined-print-and-e-book-fiction,1
10,9781455586387,6,8,2015-06-13,combined-print-and-e-book-fiction,4
11,9781466850606,9,19,2015-06-13,combined-print-and-e-book-fiction,2
12,9780698156098,0,1,2015-06-13,combined-print-and-e-book-fiction,12
13,9781939996237,0,1,2015-06-13,combined-print-and-e-book-fiction,13
14,9780316408769,7,6,2015-06-13,combined-print-and-e-book-fiction,7
15,9780698190849,0,1,2015-06-13,combined-print-and-e-book-fiction,15
16,9780316097437,0,0,2015-06-13,combined-print-and-e-book-fiction,16
17,9781466878853,0,0,2015-06-13,combined-print-and-e-book-fiction,17
18,9781101886779,0,0,2015-06-13,combined-print-and-e-book-fiction,18
19,9780698140769,0,0,2015-06-13,combined-print-and-e-book-fiction,19
20,9780440335160,0,0,2015-06-13,combined-print-and-e-book-fiction,20
1,9781101946350,0,1,2015-06-20,combined-print-and-e-book-fiction,1
2,9780698185395,1,23,2015-06-20,combined-print-and-e-book-fiction,1
3,9780316334501,0,1,2015-06-20,combined-print-and-e-book-fiction,3
4,9780698404861,0,1,2015-06-20,combined-print-and-e-book-fiction,4
5,9780345531025,0,1,2015-06-20,combined-print-and-e-book-fiction,5
6,9780446553957,0,1,2015-06-20,combined-print-and-e-book-fiction,6
7,9780804139038,2,4,2015-06-20,combined-print-and-e-book-fiction,5
8,9781476746586,4,40,2015-06-20,combined-print-and-e-book-fiction,4
9,9781501100079,3,3,2015-06-20,combined-print-and-e-book-fiction,6
10,9781101875056,6,3,2015-06-20,combined-print-and-e-book-fiction,4
11,9781455582310,7,4,2015-06-20,combined-print-and-e-book-fiction,4
12,9781466850606,11,20,2015-06-20,combined-print-and-e-book-fiction,1
13,9781476789651,9,6,2015-06-20,combined-print-and-e-book-fiction,4
14,9780553897845,0,45,2015-06-20,combined-print-and-e-book-fiction,14
15,9781455586387,10,9,2015-06-20,combined-print-and-e-book-fiction,5
16,9780316097437,0,0,2015-06-20,combined-print-and-e-book-fiction,16
17,9780316408769,0,0,2015-06-20,combined-print-and-e-book-fiction,17
18,9780307459923,0,0,2015-06-20,combined-print-and-e-book-fiction,18
19,9781466848900,0,0,2015-06-20,combined-print-and-e-book-fiction,19
20,9780062132567,0,0,2015-06-20,combined-print-and-e-book-fiction,20
1,9781101946350,1,2,2015-06-27,combined-print-and-e-book-fiction,0
2,9780698185395,2,24,2015-06-27,combined-print-and-e-book-fiction,0
3,9780316408738,0,1,2015-06-27,combined-print-and-e-book-fiction,3
4,9781476749136,0,1,2015-06-27,combined-print-and-e-book-fiction,4
5,9780553392722,0,1,2015-06-27,combined-print-and-e-book-fiction,5
6,9780804139038,7,5,2015-06-27,combined-print-and-e-book-fiction,-1
7,9781476746586,8,41,2015-06-27,combined-print-and-e-book-fiction,-1
8,9780316334501,3,2,2015-06-27,combined-print-and-e-book-fiction,5
9,9781501100130,9,4,2015-06-27,combined-print-and-e-book-fiction,0
10,9781101875056,10,4,2015-06-27,combined-print-and-e-book-fiction,0
11,9781466850606,12,21,2015-06-27,combined-print-and-e-book-fiction,-1
12,9780062312518,0,1,2015-06-27,combined-print-and-e-book-fiction,12
13,9780345541864,0,1,2015-06-27,combined-print-and-e-book-fiction,13
14,9780698404861,4,2,2015-06-27,combined-print-and-e-book-fiction,10
15,9781476789651,13,7,2015-06-27,combined-print-and-e-book-fiction,2
16,9780345531025,0,0,2015-06-27,combined-print-and-e-book-fiction,16
17,9780446553957,0,0,2015-06-27,combined-print-and-e-book-fiction,17
18,9781455582310,0,0,2015-06-27,combined-print-and-e-book-fiction,18
19,9781466847743,0,0,2015-06-27,combined-print-and-e-book-fiction,19
20,9781455586387,0,0,2015-06-27,combined-print-and-e-book-fiction,20
1,9781101946350,1,3,2015-07-04,combined-print-and-e-book-fiction,0
2,9780062320155,0,1,2015-07-04,combined-print-and-e-book-fiction,2
3,9780698185395,2,25,2015-07-04,combined-print-and-e-book-fiction,1
4,9781460382073,0,1,2015-07-04,combined-print-and-e-book-fiction,4
5,9781476746586,7,42,2015-07-04,combined-print-and-e-book-fiction,-2
6,9780804139038,6,6,2015-07-04,combined-print-and-e-book-fiction,0
7,9780316334501,8,3,2015-07-04,combined-print-and-e-book-fiction,-1
8,9781455533237,0,1,2015-07-04,combined-print-and-e-book-fiction,8
9,9780698190856,0,1,2015-07-04,combined-print-and-e-book-fiction,9
10,9780316408738,3,2,2015-07-04,combined-print-and-e-book-fiction,7
11,9781460382103,0,1,2015-07-04,combined-print-and-e-book-fiction,11
12,9781466850606,11,22,2015-07-04,combined-print-and-e-book-fiction,1
13,9781476789651,15,8,2015-07-04,combined-print-and-e-book-fiction,-2
14,9780307459923,0,13,2015-07-04,combined-print-and-e-book-fiction,14
15,9781420135954,0,1,2015-07-04,combined-print-and-e-book-fiction,15
16,9781101875056,0,0,2015-07-04,combined-print-and-e-book-fiction,16
17,9781101621219,0,0,2015-07-04,combined-print-and-e-book-fiction,17
18,9781501100130,0,0,2015-07-04,combined-print-and-e-book-fiction,18
19,9781476749136,0,0,2015-07-04,combined-print-and-e-book-fiction,19
20,9780316097437,0,0,2015-07-04,combined-print-and-e-book-fiction,20
1,9781101946350,1,4,2015-07-11,combined-print-and-e-book-fiction,0
2,9780698185395,3,26,2015-07-11,combined-print-and-e-book-fiction,-1
3,9780698164895,0,1,2015-07-11,combined-print-and-e-book-fiction,3
4,9781476717173,0,1,2015-07-11,combined-print-and-e-book-fiction,4
5,9780698180529,0,1,2015-07-11,combined-print-and-e-book-fiction,5
6,9780062320155,2,2,2015-07-11,combined-print-and-e-book-fiction,4
7,9781476746586,5,43,2015-07-11,combined-print-and-e-book-fiction,2
8,9780804139038,6,7,2015-07-11,combined-print-and-e-book-fiction,2
9,9781101621219,0,8,2015-07-11,combined-print-and-e-book-fiction,9
10,9780316334501,7,4,2015-07-11,combined-print-and-e-book-fiction,3
11,9781476789651,13,9,2015-07-11,combined-print-and-e-book-fiction,-2
12,9781466850606,12,23,2015-07-11,combined-print-and-e-book-fiction,0
13,9780316408738,10,3,2015-07-11,combined-print-and-e-book-fiction,3
14,9781460382073,4,2,2015-07-11,combined-print-and-e-book-fiction,10
15,9780316097437,0,6,2015-07-11,combined-print-and-e-book-fiction,15
16,9781501101571,0,0,2015-07-11,combined-print-and-e-book-fiction,16
17,A00B00VS3K6IY,0,0,2015-07-11,combined-print-and-e-book-fiction,17
18,9780307459923,0,0,2015-07-11,combined-print-and-e-book-fiction,18
19,9781101875056,0,0,2015-07-11,combined-print-and-e-book-fiction,19
20,9781101612989,0,0,2015-07-11,combined-print-and-e-book-fiction,20
1,9780062409850,0,1,2015-07-18,combined-print-and-e-book-fiction,1
2,9781101946350,1,5,2015-07-18,combined-print-and-e-book-fiction,1
3,9780698185395,2,27,2015-07-18,combined-print-and-e-book-fiction,1
4,9780804137256,0,1,2015-07-18,combined-print-and-e-book-fiction,4
5,9781476746586,7,44,2015-07-18,combined-print-and-e-book-fiction,-2
6,9781101664247,0,1,2015-07-18,combined-print-and-e-book-fiction,6
7,9780804139038,8,8,2015-07-18,combined-print-and-e-book-fiction,-1
8,9781476717173,4,2,2015-07-18,combined-print-and-e-book-fiction,4
9,9780062320155,6,3,2015-07-18,combined-print-and-e-book-fiction,3
10,9780316334501,10,5,2015-07-18,combined-print-and-e-book-fiction,0
11,9781466850606,12,24,2015-07-18,combined-print-and-e-book-fiction,-1
12,9780698164895,3,2,2015-07-18,combined-print-and-e-book-fiction,9
13,9781476789651,11,10,2015-07-18,combined-print-and-e-book-fiction,2
14,9780316408738,13,4,2015-07-18,combined-print-and-e-book-fiction,1
15,9780307459923,0,14,2015-07-18,combined-print-and-e-book-fiction,15
16,9781459247901,0,0,2015-07-18,combined-print-and-e-book-fiction,16
17,9781101875056,0,0,2015-07-18,combined-print-and-e-book-fiction,17
18,9781250020550,0,0,2015-07-18,combined-print-and-e-book-fiction,18
19,9781941229651,0,0,2015-07-18,combined-print-and-e-book-fiction,19
20,9781501100130,0,0,2015-07-18,combined-print-and-e-book-fiction,20
1,9780062409850,1,2,2015-07-25,combined-print-and-e-book-fiction,0
2,9780698185395,3,28,2015-07-25,combined-print-and-e-book-fiction,-1
3,9781101946350,2,6,2015-07-25,combined-print-and-e-book-fiction,1
4,9781460330197,0,1,2015-07-25,combined-print-and-e-book-fiction,4
5,9781476746586,5,45,2015-07-25,combined-print-and-e-book-fiction,0
6,9780345544056,0,1,2015-07-25,combined-print-and-e-book-fiction,6
7,9780804139038,7,9,2015-07-25,combined-print-and-e-book-fiction,0
8,9780062320155,9,4,2015-07-25,combined-print-and-e-book-fiction,-1
9,9781476717173,8,3,2015-07-25,combined-print-and-e-book-fiction,1
10,9781466850606,11,25,2015-07-25,combined-print-and-e-book-fiction,-1
11,9780316334501,10,6,2015-07-25,combined-print-and-e-book-fiction,1
12,9781476789651,13,11,2015-07-25,combined-print-and-e-book-fiction,-1
13,9780307459923,15,15,2015-07-25,combined-print-and-e-book-fiction,-2
14,9780698164895,12,3,2015-07-25,combined-print-and-e-book-fiction,2
15,9780316408738,14,5,2015-07-25,combined-print-and-e-book-fiction,1
16,9780062418487,0,0,2015-07-25,combined-print-and-e-book-fiction,16
17,9781101664247,0,0,2015-07-25,combined-print-and-e-book-fiction,17
18,9780316097437,0,0,2015-07-25,combined-print-and-e-book-fiction,18
19,9781101875056,0,0,2015-07-25,combined-print-and-e-book-fiction,19
20,9781101636237,0,0,2015-07-25,combined-print-and-e-book-fiction,20
1,9780062409850,1,3,2015-08-01,combined-print-and-e-book-fiction,0
2,9781101946350,3,7,2015-08-01,combined-print-and-e-book-fiction,-1
3,9780698185395,2,29,2015-08-01,combined-print-and-e-book-fiction,1
4,9781460384015,0,1,2015-08-01,combined-print-and-e-book-fiction,4
5,9780698187221,0,1,2015-08-01,combined-print-and-e-book-fiction,5
6,9780345534194,0,1,2015-08-01,combined-print-and-e-book-fiction,6
7,9781476746586,5,46,2015-08-01,combined-print-and-e-book-fiction,2
8,9780804139038,7,10,2015-08-01,combined-print-and-e-book-fiction,1
9,9781466850606,10,26,2015-08-01,combined-print-and-e-book-fiction,-1
10,9781476717173,9,4,2015-08-01,combined-print-and-e-book-fiction,1
11,9781466881501,0,1,2015-08-01,combined-print-and-e-book-fiction,11
12,9780062320155,8,5,2015-08-01,combined-print-and-e-book-fiction,4
13,9781420136067,0,1,2015-08-01,combined-print-and-e-book-fiction,13
14,9780698193031,0,1,2015-08-01,combined-print-and-e-book-fiction,14
15,9781476789651,12,12,2015-08-01,combined-print-and-e-book-fiction,3
16,9780316334501,0,0,2015-08-01,combined-print-and-e-book-fiction,16
17,9781940887913,0,0,2015-08-01,combined-print-and-e-book-fiction,17
18,9780307459923,0,0,2015-08-01,combined-print-and-e-book-fiction,18
19,9781460382271,0,0,2015-08-01,combined-print-and-e-book-fiction,19
20,9780316408738,0,0,2015-08-01,combined-print-and-e-book-fiction,20
1,9780316407182,0,1,2015-08-08,combined-print-and-e-book-fiction,1
2,9780062409850,1,4,2015-08-08,combined-print-and-e-book-fiction,1
3,9780698185395,3,30,2015-08-08,combined-print-and-e-book-fiction,0
4,9781101946350,2,8,2015-08-08,combined-print-and-e-book-fiction,2
5,9780804139038,8,11,2015-08-08,combined-print-and-e-book-fiction,-3
6,9781476746586,7,47,2015-08-08,combined-print-and-e-book-fiction,-1
7,9780698136779,0,1,2015-08-08,combined-print-and-e-book-fiction,7
8,9781250029959,0,1,2015-08-08,combined-print-and-e-book-fiction,8
9,9781466850606,9,27,2015-08-08,combined-print-and-e-book-fiction,0
10,9781476789651,15,13,2015-08-08,combined-print-and-e-book-fiction,-5
11,9781476717173,10,5,2015-08-08,combined-print-and-e-book-fiction,1
12,9780345534194,6,2,2015-08-08,combined-print-and-e-book-fiction,6
13,9780698405905,0,1,2015-08-08,combined-print-and-e-book-fiction,13
14,9780307459923,0,16,2015-08-08,combined-print-and-e-book-fiction,14
15,9780698164468,0,1,2015-08-08,combined-print-and-e-book-fiction,15
16,9780316334501,0,0,2015-08-08,combined-print-and-e-book-fiction,16
17,9780993752780,0,0,2015-08-08,combined-print-and-e-book-fiction,17
18,A00B00XEZ19OE,0,0,2015-08-08,combined-print-and-e-book-fiction,18
19,9780062320155,0,0,2015-08-08,combined-print-and-e-book-fiction,19
20,9781451693614,0,0,2015-08-08,combined-print-and-e-book-fiction,20
1,9780062409850,2,5,2015-08-15,combined-print-and-e-book-fiction,-1
2,9780698185395,3,31,2015-08-15,combined-print-and-e-book-fiction,-1
3,9780553391800,0,1,2015-08-15,combined-print-and-e-book-fiction,3
4,9781451617832,0,1,2015-08-15,combined-print-and-e-book-fiction,4
5,9781101946350,4,9,2015-08-15,combined-print-and-e-book-fiction,1
6,9780316407182,1,2,2015-08-15,combined-print-and-e-book-fiction,5
7,9781476746586,6,48,2015-08-15,combined-print-and-e-book-fiction,1
8,9780804139038,5,12,2015-08-15,combined-print-and-e-book-fiction,3
9,9780062325365,0,5,2015-08-15,combined-print-and-e-book-fiction,9
10,9780061752728,0,1,2015-08-15,combined-print-and-e-book-fiction,10
11,9781466850606,9,28,2015-08-15,combined-print-and-e-book-fiction,2
12,9780345534194,12,3,2015-08-15,combined-print-and-e-book-fiction,0
13,9780698190801,0,1,2015-08-15,combined-print-and-e-book-fiction,13
14,9781476717173,11,6,2015-08-15,combined-print-and-e-book-fiction,3
15,9781476789651,10,14,2015-08-15,combined-print-and-e-book-fiction,5
16,9780307459923,0,0,2015-08-15,combined-print-and-e-book-fiction,16
17,9780553392937,0,0,2015-08-15,combined-print-and-e-book-fiction,17
18,9781250027665,0,0,2015-08-15,combined-print-and-e-book-fiction,18
19,9781630350741,0,0,2015-08-15,combined-print-and-e-book-fiction,19
20,A00B00W6BY24Q,0,0,2015-08-15,combined-print-and-e-book-fiction,20
1,9781455581177,0,1,2015-08-22,combined-print-and-e-book-fiction,1
2,9780698185395,2,32,2015-08-22,combined-print-and-e-book-fiction,0
3,9780804139038,8,13,2015-08-22,combined-print-and-e-book-fiction,-5
4,9780062409850,1,6,2015-08-22,combined-print-and-e-book-fiction,3
5,9780804178846,0,1,2015-08-22,combined-print-and-e-book-fiction,5
6,9780804177498,0,1,2015-08-22,combined-print-and-e-book-fiction,6
7,9780345543257,0,17,2015-08-22,combined-print-and-e-book-fiction,7
8,9781101946343,5,10,2015-08-22,combined-print-and-e-book-fiction,3
9,9780316407182,6,3,2015-08-22,combined-print-and-e-book-fiction,3
10,9781476746586,7,49,2015-08-22,combined-print-and-e-book-fiction,3
11,9781940218403,0,1,2015-08-22,combined-print-and-e-book-fiction,11
12,9781451617832,4,2,2015-08-22,combined-print-and-e-book-fiction,8
13,9781466850606,11,29,2015-08-22,combined-print-and-e-book-fiction,2
14,9781942295334,0,1,2015-08-22,combined-print-and-e-book-fiction,14
15,9780345534194,12,4,2015-08-22,combined-print-and-e-book-fiction,3
16,A00B00XB7J2EO,0,0,2015-08-22,combined-print-and-e-book-fiction,16
17,9780553391800,0,0,2015-08-22,combined-print-and-e-book-fiction,17
18,9780425274866,0,0,2015-08-22,combined-print-and-e-book-fiction,18
19,9781942215219,0,0,2015-08-22,combined-print-and-e-book-fiction,19
20,9781476789651,0,0,2015-08-22,combined-print-and-e-book-fiction,20
1,9781101614341,0,1,2015-08-29,combined-print-and-e-book-fiction,1
2,9780698185395,2,33,2015-08-29,combined-print-and-e-book-fiction,0
3,9780804139038,3,14,2015-08-29,combined-print-and-e-book-fiction,0
4,9781250022097,0,1,2015-08-29,combined-print-and-e-book-fiction,4
5,9781460390153,0,1,2015-08-29,combined-print-and-e-book-fiction,5
6,9780062409850,4,7,2015-08-29,combined-print-and-e-book-fiction,2
7,9781455581177,1,2,2015-08-29,combined-print-and-e-book-fiction,6
8,9780345543257,7,18,2015-08-29,combined-print-and-e-book-fiction,1
9,9780804178846,5,2,2015-08-29,combined-print-and-e-book-fiction,4
10,9781476758824,0,1,2015-08-29,combined-print-and-e-book-fiction,10
11,9781101946350,8,11,2015-08-29,combined-print-and-e-book-fiction,3
12,9781476746586,10,50,2015-08-29,combined-print-and-e-book-fiction,2
13,9780316407182,9,4,2015-08-29,combined-print-and-e-book-fiction,4
14,9781466850606,13,30,2015-08-29,combined-print-and-e-book-fiction,1
15,9781451617832,12,3,2015-08-29,combined-print-and-e-book-fiction,3
16,9780804177498,0,0,2015-08-29,combined-print-and-e-book-fiction,16
17,9781460384060,0,0,2015-08-29,combined-print-and-e-book-fiction,17
18,9780061779787,0,0,2015-08-29,combined-print-and-e-book-fiction,18
19,9780062349033,0,0,2015-08-29,combined-print-and-e-book-fiction,19
20,9781942215219,0,0,2015-08-29,combined-print-and-e-book-fiction,20
1,9780385354295,0,1,2015-09-05,combined-print-and-e-book-fiction,1
2,9780804139038,3,15,2015-09-05,combined-print-and-e-book-fiction,-1
3,9780698185395,2,34,2015-09-05,combined-print-and-e-book-fiction,1
4,9780374239213,0,1,2015-09-05,combined-print-and-e-book-fiction,4
5,9780804179638,0,1,2015-09-05,combined-print-and-e-book-fiction,5
6,9780698192096,0,1,2015-09-05,combined-print-and-e-book-fiction,6
7,9780345511621,0,1,2015-09-05,combined-print-and-e-book-fiction,7
8,9781101614341,1,2,2015-09-05,combined-print-and-e-book-fiction,7
9,9780698180536,0,1,2015-09-05,combined-print-and-e-book-fiction,9
10,9780062409850,6,8,2015-09-05,combined-print-and-e-book-fiction,4
11,9781455581177,7,3,2015-09-05,combined-print-and-e-book-fiction,4
12,9780345543257,8,19,2015-09-05,combined-print-and-e-book-fiction,4
13,9780804178846,9,3,2015-09-05,combined-print-and-e-book-fiction,4
14,9781476746586,12,51,2015-09-05,combined-print-and-e-book-fiction,2
15,9780698156104,0,1,2015-09-05,combined-print-and-e-book-fiction,15
16,A00B00YUR6BUM,0,0,2015-09-05,combined-print-and-e-book-fiction,16
17,9780778317494,0,0,2015-09-05,combined-print-and-e-book-fiction,17
18,9781101946343,0,0,2015-09-05,combined-print-and-e-book-fiction,18
19,9781101628904,0,0,2015-09-05,combined-print-and-e-book-fiction,19
20,9781466850606,0,0,2015-09-05,combined-print-and-e-book-fiction,20
1,9780804178785,0,1,2015-09-12,combined-print-and-e-book-fiction,1
2,9780385354295,1,2,2015-09-12,combined-print-and-e-book-fiction,1
3,9780804139038,2,16,2015-09-12,combined-print-and-e-book-fiction,1
4,9780698185395,3,35,2015-09-12,combined-print-and-e-book-fiction,1
5,9780062409850,10,9,2015-09-12,combined-print-and-e-book-fiction,-5
6,9781101614341,8,3,2015-09-12,combined-print-and-e-book-fiction,-2
